"no_reg","pilihan"
"231004893","Website infopmb.itpln.ac.id"
"231004894","Website infopmb.itpln.ac.id"
"231004896","Jejaring Sosial"
"231004896","Media Cetak (Surat Kabar, Koran, Majalah)"
"231004897","Jejaring Sosial"
"231004898","Website infopmb.itpln.ac.id"
"231004899","Teman "
"231004899","Jejaring Sosial"
"231004900","Jejaring Sosial"
"231004901","Media Elektronik (Televisi, Radio)"
"231004902","Jejaring Sosial"
"231004903","Guru / Sekolah"
"231004904","Jejaring Sosial"
"231004904","Website Lain"
"231004904","Website infopmb.itpln.ac.id"
"231004905","Guru / Sekolah"
"231004906","Guru / Sekolah"
"231004907","Jejaring Sosial"
"231004908","Jejaring Sosial"
"231004909","Jejaring Sosial"
"231004909","Website infopmb.itpln.ac.id"
"231004910","Website infopmb.itpln.ac.id"
"231004910","Website Lain"
"231004910","Guru / Sekolah"
"231004910","Teman "
"231004911","Forum Diskusi Online"
"231004912","Teman "
"231004914","Website infopmb.itpln.ac.id"
"231004915","Guru / Sekolah"
"231004915","Website infopmb.itpln.ac.id"
"231004915","Jejaring Sosial"
"231004916","Website infopmb.itpln.ac.id"
"231004917","Jejaring Sosial"
"231004918","Teman "
"231004918","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231004918","Website infopmb.itpln.ac.id"
"231004919","Website infopmb.itpln.ac.id"
"231004920","Website infopmb.itpln.ac.id"
"231004921","Website infopmb.itpln.ac.id"
"231004922","Jejaring Sosial"
"231004923","Teman "
"231004924","Jejaring Sosial"
"231004925","Jejaring Sosial"
"231004925","Website infopmb.itpln.ac.id"
"231004926","Forum Diskusi Online"
"231004927","Jejaring Sosial"
"231004928","Teman "
"231004929","Guru / Sekolah"
"231004930","Website infopmb.itpln.ac.id"
"231004931","Guru / Sekolah"
"231004931","Jejaring Sosial"
"231004931","Email / SMS Broadcast"
"231004931","Teman "
"231004932","Guru / Sekolah"
"231004933","Jejaring Sosial"
"231004934","Teman "
"231004935","Website infopmb.itpln.ac.id"
"231004936","Guru / Sekolah"
"231004936","Jejaring Sosial"
"231004936","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231004937","Guru / Sekolah"
"231004939","Teman "
"231004940","Jejaring Sosial"
"231004941","Guru / Sekolah"
"231004941","Jejaring Sosial"
"231004941","Teman "
"231004942","Jejaring Sosial"
"231004942","Teman "
"231004943","Teman "
"231004943","Jejaring Sosial"
"231004943","Website Lain"
"231004943","Guru / Sekolah"
"231004944","Teman "
"231004945","Website infopmb.itpln.ac.id"
"231004946","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231004947","Teman "
"231004948","Jejaring Sosial"
"231004949","Jejaring Sosial"
"231004950","Jejaring Sosial"
"231004951","Teman "
"231004952","Jejaring Sosial"
"231004953","Website infopmb.itpln.ac.id"
"231004954","Website Lain"
"231004955","Jejaring Sosial"
"231004955","Email / SMS Broadcast"
"231004956","Jejaring Sosial"
"231004957","Website infopmb.itpln.ac.id"
"231004957","Website Lain"
"231004957","Jejaring Sosial"
"231004958","Teman "
"231004959","Guru / Sekolah"
"231004960","Website infopmb.itpln.ac.id"
"231004960","Teman "
"231004960","Media Elektronik (Televisi, Radio)"
"231004961","Teman "
"231004961","Website infopmb.itpln.ac.id"
"231004962","Website infopmb.itpln.ac.id"
"231004964","Jejaring Sosial"
"231004965","Teman "
"231004965","Website infopmb.itpln.ac.id"
"231004965","Jejaring Sosial"
"231004966","Jejaring Sosial"
"231004967","Website infopmb.itpln.ac.id"
"231004967","Jejaring Sosial"
"231004968","Teman "
"231004969","Website infopmb.itpln.ac.id"
"231004970","Teman "
"231004971","Website Lain"
"231004971","Website infopmb.itpln.ac.id"
"231004971","Guru / Sekolah"
"231004971","Jejaring Sosial"
"231004972","Teman "
"231004973","Teman "
"231004974","Teman "
"231004974","Media Elektronik (Televisi, Radio)"
"231004975","Teman "
"231004976","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231004977","Jejaring Sosial"
"231004979","Jejaring Sosial"
"231004979","Media Elektronik (Televisi, Radio)"
"231004980","Website Lain"
"231004981","Guru / Sekolah"
"231004982","Website infopmb.itpln.ac.id"
"231004982","Guru / Sekolah"
"231004982","Spanduk"
"231004983","Teman "
"231004984","Guru / Sekolah"
"231004984","Jejaring Sosial"
"231004985","Jejaring Sosial"
"231004986","Website infopmb.itpln.ac.id"
"231004987","Forum Diskusi Online"
"231004987","Jejaring Sosial"
"231004988","Email / SMS Broadcast"
"231004989","Guru / Sekolah"
"231004991","Teman "
"231004992","Website infopmb.itpln.ac.id"
"231004993","Guru / Sekolah"
"231004994","Forum Diskusi Online"
"231004995","Jejaring Sosial"
"231004996","Website infopmb.itpln.ac.id"
"231004996","Website Lain"
"231004997","Website infopmb.itpln.ac.id"
"231004998","Website infopmb.itpln.ac.id"
"231004998","Guru / Sekolah"
"231004999","Website Lain"
"231005000","Jejaring Sosial"
"231005001","Website infopmb.itpln.ac.id"
"231005001","Jejaring Sosial"
"231005002","Guru / Sekolah"
"231005003","Teman "
"231005003","Website infopmb.itpln.ac.id"
"231005003","Jejaring Sosial"
"231005004","Jejaring Sosial"
"231005004","Guru / Sekolah"
"231005005","Jejaring Sosial"
"231005005","Teman "
"231005006","Teman "
"231005007","Teman "
"231005008","Jejaring Sosial"
"231005008","Media Elektronik (Televisi, Radio)"
"231005009","Guru / Sekolah"
"231005010","Teman "
"231005011","Jejaring Sosial"
"231005012","Jejaring Sosial"
"231005012","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005013","Guru / Sekolah"
"231005014","Jejaring Sosial"
"231005015","Website infopmb.itpln.ac.id"
"231005015","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005016","Guru / Sekolah"
"231005017","Guru / Sekolah"
"231005018","Guru / Sekolah"
"231005019","Jejaring Sosial"
"231005020","Guru / Sekolah"
"231005021","Website infopmb.itpln.ac.id"
"231005022","Guru / Sekolah"
"231005023","Teman "
"231005024","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005025","Media Elektronik (Televisi, Radio)"
"231005026","Guru / Sekolah"
"231005027","Guru / Sekolah"
"231005027","Website Lain"
"231005027","Jejaring Sosial"
"231005027","Website infopmb.itpln.ac.id"
"231005028","Website infopmb.itpln.ac.id"
"231005029","Guru / Sekolah"
"231005030","Jejaring Sosial"
"231005030","Website infopmb.itpln.ac.id"
"231005031","Guru / Sekolah"
"231005031","Website infopmb.itpln.ac.id"
"231005032","Teman "
"231005032","Website infopmb.itpln.ac.id"
"231005033","Teman "
"231005034","Website infopmb.itpln.ac.id"
"231005035","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005036","Media Elektronik (Televisi, Radio)"
"231005036","Guru / Sekolah"
"231005036","Website Lain"
"231005036","Jejaring Sosial"
"231005036","Teman "
"231005036","Website infopmb.itpln.ac.id"
"231005037","Jejaring Sosial"
"231005037","Website infopmb.itpln.ac.id"
"231005038","Teman "
"231005039","Website infopmb.itpln.ac.id"
"231005040","Jejaring Sosial"
"231005042","Guru / Sekolah"
"231005043","Media Elektronik (Televisi, Radio)"
"231005043","Website Lain"
"231005044","Media Elektronik (Televisi, Radio)"
"231005044","Teman "
"231005045","Website Lain"
"231005045","Teman "
"231005045","Forum Diskusi Online"
"231005045","Website infopmb.itpln.ac.id"
"231005045","Jejaring Sosial"
"231005046","Guru / Sekolah"
"231005047","Website infopmb.itpln.ac.id"
"231005048","Website Lain"
"231005049","Guru / Sekolah"
"231005050","Jejaring Sosial"
"231005051","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005051","Teman "
"231005052","Website infopmb.itpln.ac.id"
"231005053","Website Lain"
"231005053","Jejaring Sosial"
"231005054","Jejaring Sosial"
"231005055","Guru / Sekolah"
"231005055","Jejaring Sosial"
"231005056","Website infopmb.itpln.ac.id"
"231005056","Jejaring Sosial"
"231005057","Jejaring Sosial"
"231005058","Media Elektronik (Televisi, Radio)"
"231005059","Website infopmb.itpln.ac.id"
"231005059","Guru / Sekolah"
"231005060","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005060","Teman "
"231005061","Media Elektronik (Televisi, Radio)"
"231005061","Guru / Sekolah"
"231005061","Spanduk"
"231005062","Website infopmb.itpln.ac.id"
"231005062","Teman "
"231005063","Website infopmb.itpln.ac.id"
"231005064","Website infopmb.itpln.ac.id"
"231005064","Jejaring Sosial"
"231005064","Teman "
"231005065","Guru / Sekolah"
"231005065","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005066","Jejaring Sosial"
"231005067","Website Lain"
"231005069","Forum Diskusi Online"
"231005069","Jejaring Sosial"
"231005070","Media Elektronik (Televisi, Radio)"
"231005071","Website infopmb.itpln.ac.id"
"231005072","Teman "
"231005073","Website infopmb.itpln.ac.id"
"231005074","Guru / Sekolah"
"231005075","Website infopmb.itpln.ac.id"
"231005075","Forum Diskusi Online"
"231005075","Jejaring Sosial"
"231005076","Jejaring Sosial"
"231005077","Website infopmb.itpln.ac.id"
"231005078","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005078","Jejaring Sosial"
"231005079","Jejaring Sosial"
"231005080","Guru / Sekolah"
"231005081","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005082","Website infopmb.itpln.ac.id"
"231005083","Website infopmb.itpln.ac.id"
"231005083","Jejaring Sosial"
"231005084","Guru / Sekolah"
"231005086","Website infopmb.itpln.ac.id"
"231005087","Website infopmb.itpln.ac.id"
"231005088","Jejaring Sosial"
"231005089","Guru / Sekolah"
"231005089","Website infopmb.itpln.ac.id"
"231005089","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005090","Teman "
"231005094","Website infopmb.itpln.ac.id"
"231005097","Guru / Sekolah"
"231005099","Teman "
"231005100","Teman "
"231005101","Jejaring Sosial"
"231005102","Jejaring Sosial"
"231005103","Website infopmb.itpln.ac.id"
"231005107","Jejaring Sosial"
"231005111","Teman "
"231005111","Jejaring Sosial"
"231005114","Jejaring Sosial"
"231005115","Jejaring Sosial"
"231005118","Guru / Sekolah"
"231005118","Teman "
"231005118","Forum Diskusi Online"
"231005119","Guru / Sekolah"
"231005124","Teman "
"231005127","Jejaring Sosial"
"231005131","Guru / Sekolah"
"231005134","Guru / Sekolah"
"231005136","Teman "
"231005137","Website Lain"
"231005140","Website infopmb.itpln.ac.id"
"231005143","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005145","Guru / Sekolah"
"231005148","Email / SMS Broadcast"
"231005154","Website infopmb.itpln.ac.id"
"231005155","Jejaring Sosial"
"231005156","Website infopmb.itpln.ac.id"
"231005156","Guru / Sekolah"
"231005159","Website infopmb.itpln.ac.id"
"231005165","Website infopmb.itpln.ac.id"
"231005167","Guru / Sekolah"
"231005168","Teman "
"231005168","Website infopmb.itpln.ac.id"
"231005168","Website Lain"
"231005168","Guru / Sekolah"
"231005169","Media Elektronik (Televisi, Radio)"
"231005171","Guru / Sekolah"
"231005175","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005175","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005178","Website infopmb.itpln.ac.id"
"231005179","Website infopmb.itpln.ac.id"
"231005181","Website infopmb.itpln.ac.id"
"231005182","Website infopmb.itpln.ac.id"
"231005185","Teman "
"231005185","Website infopmb.itpln.ac.id"
"231005189","Jejaring Sosial"
"231005189","Teman "
"231005192","Teman "
"231005196","Jejaring Sosial"
"231005200","Jejaring Sosial"
"231005202","Jejaring Sosial"
"231005203","Guru / Sekolah"
"231005203","Jejaring Sosial"
"231005204","Jejaring Sosial"
"231005204","Teman "
"231005204","Email / SMS Broadcast"
"231005204","Forum Diskusi Online"
"231005210","Jejaring Sosial"
"231005211","Jejaring Sosial"
"231005223","Website infopmb.itpln.ac.id"
"231005223","Media Elektronik (Televisi, Radio)"
"231005225","Website infopmb.itpln.ac.id"
"231005225","Jejaring Sosial"
"231005232","Teman "
"231005232","Forum Diskusi Online"
"231005232","Website infopmb.itpln.ac.id"
"231005234","Teman "
"231005234","Jejaring Sosial"
"231005235","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005236","Jejaring Sosial"
"231005236","Teman "
"231005238","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005239","Teman "
"231005240","Guru / Sekolah"
"231005240","Teman "
"231005242","Teman "
"231005242","Website infopmb.itpln.ac.id"
"231005242","Jejaring Sosial"
"231005243","Website infopmb.itpln.ac.id"
"231005243","Jejaring Sosial"
"231005243","Teman "
"231005252","Teman "
"231005252","Website infopmb.itpln.ac.id"
"231005257","Teman "
"231005262","Jejaring Sosial"
"231005262","Website infopmb.itpln.ac.id"
"231005262","Media Elektronik (Televisi, Radio)"
"231005269","Teman "
"231005271","Jejaring Sosial"
"231005271","Teman "
"231005272","Jejaring Sosial"
"231005276","Jejaring Sosial"
"231005277","Guru / Sekolah"
"231005284","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005287","Jejaring Sosial"
"231005287","Teman "
"231005291","Teman "
"231005313","Website infopmb.itpln.ac.id"
"231005327","Guru / Sekolah"
"231005327","Website infopmb.itpln.ac.id"
"231005327","Forum Diskusi Online"
"231005327","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005327","Jejaring Sosial"
"231005331","Jejaring Sosial"
"231005331","Website infopmb.itpln.ac.id"
"231005337","Website infopmb.itpln.ac.id"
"231005342","Jejaring Sosial"
"231005345","Guru / Sekolah"
"231005349","Website infopmb.itpln.ac.id"
"231005353","Teman "
"231005355","Teman "
"231005357","Forum Diskusi Online"
"231005357","Website infopmb.itpln.ac.id"
"231005357","Teman "
"231005379","Jejaring Sosial"
"231005379","Website infopmb.itpln.ac.id"
"231005379","Teman "
"231005381","Website infopmb.itpln.ac.id"
"231005401","Website infopmb.itpln.ac.id"
"231005401","Media Elektronik (Televisi, Radio)"
"231005405","Guru / Sekolah"
"231005405","Jejaring Sosial"
"231005407","Website Lain"
"231005407","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005411","Website infopmb.itpln.ac.id"
"231005435","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005435","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005435","Jejaring Sosial"
"231005437","Teman "
"231005440","Jejaring Sosial"
"231005441","Website infopmb.itpln.ac.id"
"231005441","Guru / Sekolah"
"231005444","Guru / Sekolah"
"231005446","Jejaring Sosial"
"231005448","Guru / Sekolah"
"231005450","Teman "
"231005450","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005456","Teman "
"231005457","Teman "
"231005457","Website infopmb.itpln.ac.id"
"231005457","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005457","Website Lain"
"231005458","Teman "
"231005459","Website infopmb.itpln.ac.id"
"231005459","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005460","Website infopmb.itpln.ac.id"
"231005460","Jejaring Sosial"
"231005461","Jejaring Sosial"
"231005461","Website infopmb.itpln.ac.id"
"231005461","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005463","Guru / Sekolah"
"231005466","Jejaring Sosial"
"231005468","Jejaring Sosial"
"231005482","Teman "
"231005494","Teman "
"231005496","Guru / Sekolah"
"231005498","Media Elektronik (Televisi, Radio)"
"231005507","Jejaring Sosial"
"231005507","Guru / Sekolah"
"231005508","Teman "
"231005514","Guru / Sekolah"
"231005519","Jejaring Sosial"
"231005526","Teman "
"231005536","Guru / Sekolah"
"231005539","Website infopmb.itpln.ac.id"
"231005544","Jejaring Sosial"
"231005544","Guru / Sekolah"
"231005544","Website infopmb.itpln.ac.id"
"231005550","Jejaring Sosial"
"231005550","Website infopmb.itpln.ac.id"
"231005550","Forum Diskusi Online"
"231005559","Teman "
"231005562","Jejaring Sosial"
"231005564","Teman "
"231005564","Website infopmb.itpln.ac.id"
"231005564","Guru / Sekolah"
"231005574","Jejaring Sosial"
"231005578","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005578","Forum Diskusi Online"
"231005586","Guru / Sekolah"
"231005590","Teman "
"231005590","Website infopmb.itpln.ac.id"
"231005593","Website infopmb.itpln.ac.id"
"231005593","Jejaring Sosial"
"231005597","Website infopmb.itpln.ac.id"
"231005600","Guru / Sekolah"
"231005602","Website infopmb.itpln.ac.id"
"231005602","Guru / Sekolah"
"231005604","Website infopmb.itpln.ac.id"
"231005604","Jejaring Sosial"
"231005607","Website infopmb.itpln.ac.id"
"231005610","Website infopmb.itpln.ac.id"
"231005615","Jejaring Sosial"
"231005620","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005620","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005621","Jejaring Sosial"
"231005621","Website infopmb.itpln.ac.id"
"231005623","Teman "
"231005625","Website Lain"
"231005625","Jejaring Sosial"
"231005640","Website infopmb.itpln.ac.id"
"231005640","Teman "
"231005659","Website infopmb.itpln.ac.id"
"231005659","Forum Diskusi Online"
"231005664","Jejaring Sosial"
"231005664","Website infopmb.itpln.ac.id"
"231005666","Website infopmb.itpln.ac.id"
"231005669","Teman "
"231005670","Guru / Sekolah"
"231005672","Guru / Sekolah"
"231005679","Guru / Sekolah"
"231005680","Guru / Sekolah"
"231005682","Guru / Sekolah"
"231005685","Website infopmb.itpln.ac.id"
"231005686","Website Lain"
"231005686","Website infopmb.itpln.ac.id"
"231005686","Jejaring Sosial"
"231005686","Guru / Sekolah"
"231005688","Guru / Sekolah"
"231005688","Website infopmb.itpln.ac.id"
"231005688","Jejaring Sosial"
"231005689","Jejaring Sosial"
"231005691","Teman "
"231005691","Website infopmb.itpln.ac.id"
"231005692","Jejaring Sosial"
"231005698","Jejaring Sosial"
"231005703","Guru / Sekolah"
"231005707","Teman "
"231005714","Jejaring Sosial"
"231005714","Guru / Sekolah"
"231005714","Website infopmb.itpln.ac.id"
"231005721","Jejaring Sosial"
"231005723","Website infopmb.itpln.ac.id"
"231005723","Guru / Sekolah"
"231005732","Teman "
"231005746","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005746","Website infopmb.itpln.ac.id"
"231005746","Media Elektronik (Televisi, Radio)"
"231005761","Jejaring Sosial"
"231005768","Website Lain"
"231005771","Website infopmb.itpln.ac.id"
"231005775","Guru / Sekolah"
"231005780","Website Lain"
"231005780","Jejaring Sosial"
"231005786","Website infopmb.itpln.ac.id"
"231005792","Jejaring Sosial"
"231005793","Guru / Sekolah"
"231005799","Guru / Sekolah"
"231005802","Jejaring Sosial"
"231005802","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005808","Forum Diskusi Online"
"231005810","Website infopmb.itpln.ac.id"
"231005811","Jejaring Sosial"
"231005813","Website infopmb.itpln.ac.id"
"231005813","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005813","Website Lain"
"231005813","Media Elektronik (Televisi, Radio)"
"231005814","Teman "
"231005814","Jejaring Sosial"
"231005821","Website infopmb.itpln.ac.id"
"231005827","Teman "
"231005828","Guru / Sekolah"
"231005829","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005829","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005834","Guru / Sekolah"
"231005836","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005836","Guru / Sekolah"
"231005836","Website infopmb.itpln.ac.id"
"231005837","Teman "
"231005838","Jejaring Sosial"
"231005838","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005838","Forum Diskusi Online"
"231005839","Website Lain"
"231005840","Media Cetak (Surat Kabar, Koran, Majalah)"
"231005840","Website infopmb.itpln.ac.id"
"231005840","Jejaring Sosial"
"231005842","Website infopmb.itpln.ac.id"
"231005842","Guru / Sekolah"
"231005849","Website infopmb.itpln.ac.id"
"231005849","Guru / Sekolah"
"231005849","Teman "
"231005849","Jejaring Sosial"
"231005855","Jejaring Sosial"
"231005855","Website infopmb.itpln.ac.id"
"231005856","Jejaring Sosial"
"231005861","Jejaring Sosial"
"231005864","Website infopmb.itpln.ac.id"
"231005869","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005874","Jejaring Sosial"
"231005878","Website infopmb.itpln.ac.id"
"231005878","Teman "
"231005880","Website infopmb.itpln.ac.id"
"231005883","Teman "
"231005885","Jejaring Sosial"
"231005885","Teman "
"231005885","Website infopmb.itpln.ac.id"
"231005889","Teman "
"231005891","Jejaring Sosial"
"231005891","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005893","Website infopmb.itpln.ac.id"
"231005893","Guru / Sekolah"
"231005914","Jejaring Sosial"
"231005916","Jejaring Sosial"
"231005918","Email / SMS Broadcast"
"231005918","Website Lain"
"231005920","Teman "
"231005920","Media Elektronik (Televisi, Radio)"
"231005922","Website infopmb.itpln.ac.id"
"231005927","Teman "
"231005928","Website infopmb.itpln.ac.id"
"231005935","Website Lain"
"231005937","Jejaring Sosial"
"231005937","Teman "
"231005939","Media Elektronik (Televisi, Radio)"
"231005939","Website infopmb.itpln.ac.id"
"231005945","Website infopmb.itpln.ac.id"
"231005946","Forum Diskusi Online"
"231005946","Jejaring Sosial"
"231005948","Jejaring Sosial"
"231005949","Website infopmb.itpln.ac.id"
"231005950","Guru / Sekolah"
"231005960","Jejaring Sosial"
"231005963","Forum Diskusi Online"
"231005968","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005968","Jejaring Sosial"
"231005969","Teman "
"231005973","Guru / Sekolah"
"231005973","Teman "
"231005980","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005980","Website infopmb.itpln.ac.id"
"231005984","Website infopmb.itpln.ac.id"
"231005985","Website Lain"
"231005987","Jejaring Sosial"
"231005989","Teman "
"231005995","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231005997","Guru / Sekolah"
"231005998","Website infopmb.itpln.ac.id"
"231005998","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231006009","Jejaring Sosial"
"231006011","Jejaring Sosial"
"231006013","Jejaring Sosial"
"231006017","Teman "
"231006019","Website infopmb.itpln.ac.id"
"231006019","Guru / Sekolah"
"231006022","Media Elektronik (Televisi, Radio)"
"231006022","Jejaring Sosial"
"231006031","Guru / Sekolah"
"231006038","Website infopmb.itpln.ac.id"
"231006038","Jejaring Sosial"
"231006044","Media Cetak (Surat Kabar, Koran, Majalah)"
"231006044","Media Elektronik (Televisi, Radio)"
"231006044","Jejaring Sosial"
"231006048","Jejaring Sosial"
"231006053","Media Cetak (Surat Kabar, Koran, Majalah)"
"231006053","Jejaring Sosial"
"231006054","Website infopmb.itpln.ac.id"
"231006054","Media Cetak (Surat Kabar, Koran, Majalah)"
"231006061","Guru / Sekolah"
"231006061","Website infopmb.itpln.ac.id"
"231006061","Media Elektronik (Televisi, Radio)"
"231006072","Jejaring Sosial"
"231006074","Guru / Sekolah"
"231006080","Website infopmb.itpln.ac.id"
"231006083","Jejaring Sosial"
"231006083","Website infopmb.itpln.ac.id"
"231006083","Teman "
"231006085","Jejaring Sosial"
"231006086","Jejaring Sosial"
"231006086","Website Lain"
"231006094","Website infopmb.itpln.ac.id"
"231006101","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231006103","Media Cetak (Surat Kabar, Koran, Majalah)"
"231006105","Website infopmb.itpln.ac.id"
"231006113","Jejaring Sosial"
"231006113","Teman "
"231006116","Website infopmb.itpln.ac.id"
"231006119","Website infopmb.itpln.ac.id"
"231006125","Teman "
"231006127","Media Elektronik (Televisi, Radio)"
"231006127","Forum Diskusi Online"
"231006127","Jejaring Sosial"
"231006130","Guru / Sekolah"
"231006130","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231006135","Website Lain"
"231006135","Media Elektronik (Televisi, Radio)"
"231006136","Jejaring Sosial"
"231006147","Jejaring Sosial"
"231006160","Website infopmb.itpln.ac.id"
"231006167","Website Lain"
"231006184","Teman "
"231006187","Website infopmb.itpln.ac.id"
"231006187","Jejaring Sosial"
"231006189","Website infopmb.itpln.ac.id"
"231006204","Teman "
"231006206","Website infopmb.itpln.ac.id"
"231006206","Jejaring Sosial"
"231006206","Teman "
"231006211","Media Elektronik (Televisi, Radio)"
"231006216","Jejaring Sosial"
"231006217","Guru / Sekolah"
"231006218","Guru / Sekolah"
"231006221","Website infopmb.itpln.ac.id"
"231006223","Jejaring Sosial"
"231006232","Guru / Sekolah"
"231006233","Website infopmb.itpln.ac.id"
"231006234","Teman "
"231006234","Website infopmb.itpln.ac.id"
"231006234","Jejaring Sosial"
"231006237","Guru / Sekolah"
"231006239","Teman "
"231006239","Website infopmb.itpln.ac.id"
"231006242","Jejaring Sosial"
"231006244","Website infopmb.itpln.ac.id"
"231006250","Website infopmb.itpln.ac.id"
"231006271","Website Lain"
"231006274","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231006276","Jejaring Sosial"
"231006279","Media Cetak (Surat Kabar, Koran, Majalah)"
"231006284","Guru / Sekolah"
"231006284","Media Cetak (Surat Kabar, Koran, Majalah)"
"231006284","Media Elektronik (Televisi, Radio)"
"231006290","Email / SMS Broadcast"
"231006293","Website infopmb.itpln.ac.id"
"231006296","Website infopmb.itpln.ac.id"
"231006311","Guru / Sekolah"
"231006314","Guru / Sekolah"
"231006315","Website infopmb.itpln.ac.id"
"231006329","Guru / Sekolah"
"231006338","Jejaring Sosial"
"231006338","Website infopmb.itpln.ac.id"
"231006351","Media Elektronik (Televisi, Radio)"
"231006359","Guru / Sekolah"
"231006361","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231006361","Media Elektronik (Televisi, Radio)"
"231006361","Website infopmb.itpln.ac.id"
"231006361","Jejaring Sosial"
"231006362","Jejaring Sosial"
"231006364","Media Cetak (Surat Kabar, Koran, Majalah)"
"231006364","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231006364","Website infopmb.itpln.ac.id"
"231006370","Website infopmb.itpln.ac.id"
"231006370","Jejaring Sosial"
"231006376","Jejaring Sosial"
"231006379","Teman "
"231006396","Guru / Sekolah"
"231006416","Teman "
"231006429","Guru / Sekolah"
"231006429","Website infopmb.itpln.ac.id"
"231006437","Website infopmb.itpln.ac.id"
"231006443","Jejaring Sosial"
"231006445","Website infopmb.itpln.ac.id"
"231006445","Teman "
"231006455","Jejaring Sosial"
"231006460","Jejaring Sosial"
"231006460","Website infopmb.itpln.ac.id"
"231006461","Jejaring Sosial"
"231006465","Email / SMS Broadcast"
"231006465","Jejaring Sosial"
"231006465","Media Elektronik (Televisi, Radio)"
"231006471","Media Elektronik (Televisi, Radio)"
"231006478","Email / SMS Broadcast"
"231006482","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231006483","Guru / Sekolah"
"231006488","Website infopmb.itpln.ac.id"
"231006492","Media Promosi Cetak (Poster, Flyer, Brosur)"
"231006493","Website infopmb.itpln.ac.id"
"231006495","Jejaring Sosial"
"231006495","Website infopmb.itpln.ac.id"
"231006495","Teman "
"231006505","Website infopmb.itpln.ac.id"
"231006511","Jejaring Sosial"
"231006516","Jejaring Sosial"
"231006520","Website Lain"
"231006520","Website infopmb.itpln.ac.id"
"231006521","Teman "
"231006521","Jejaring Sosial"
"231006526","Website Lain"
"231006530","Website infopmb.itpln.ac.id"
"231006532","Website Lain"
"231006533","Website infopmb.itpln.ac.id"
"231006533","Jejaring Sosial"
"231006535","Jejaring Sosial"
"231006537","Jejaring Sosial"
"231006538","Teman "
"231006543","Website infopmb.itpln.ac.id"
"231006543","Teman "
"231006543","Guru / Sekolah"
"231006552","Website infopmb.itpln.ac.id"
"231006555","Guru / Sekolah"
"231006561","Guru / Sekolah"
"231006562","Guru / Sekolah"
"231006570","Teman "
"231006571","Website infopmb.itpln.ac.id"
"231006603","Jejaring Sosial"
"231006610","Teman "
"231006629","Teman "
"231006635","Jejaring Sosial"
"231006636","Jejaring Sosial"
"231006644","Jejaring Sosial"
"231006644","Teman "
"231006644","Website infopmb.itpln.ac.id"
"231006647","Website infopmb.itpln.ac.id"
"231006650","Teman "
"231006657","Teman "
